# Aircraft             Segment              Span Fraction        Control (x)          Control (y)          Control (z)          Chord                Twist                Dihedral             Sweep                Aero Sweep           Area                 Alpha                Flap Defl.           u                    v                    w                    Re                   M                    CL                   Cm                   Parasitic CD         Zero-Lift Alpha      
belloc               foil_right             4.062500000000e-01  -1.103341877192e-02   3.418481534412e-01   4.943119414816e-02   3.084366022099e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   5.088787804741e-02   3.286777542300e-03   3.529930994559e+00   0.000000000000e+00  -3.734573265374e+01  -3.182985206672e-01  -2.493630501733e+00   7.891025076911e+05   1.099619678131e-01   4.767474777352e-01   0.000000000000e+00   1.200000000000e-02  -2.002592373205e-02
belloc               foil_right             4.187500000000e-01  -1.165911560464e-02   3.518394841170e-01   5.303021328204e-02   3.056312154696e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.104946729113e-02   3.256882639848e-03   3.667703262891e+00   0.000000000000e+00  -3.630234675242e+01  -1.767987181868e-01  -2.558590500233e+00   7.596666313215e+05   1.068925871190e-01   4.908568262447e-01   0.000000000000e+00   1.200000000000e-02  -2.003732834079e-02
belloc               foil_right             4.312500000000e-01  -1.235756313027e-02   3.616551422269e-01   5.717852859442e-02   3.022472375691e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   3.220822125345e-03   3.426371434246e+00   0.000000000000e+00  -3.839090846119e+01  -2.816784063068e-01  -2.614548679430e+00   7.941182822049e+05   1.130228193446e-01   4.662911578371e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             4.437500000000e-01  -1.305601065589e-02   3.714708003369e-01   6.132684390680e-02   2.988632596685e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   3.184761610843e-03   3.390805636884e+00   0.000000000000e+00  -3.882542177667e+01  -3.042760999835e-01  -2.626130985930e+00   7.940997694065e+05   1.142998928547e-01   4.626660346711e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             4.562500000000e-01  -1.375445818152e-02   3.812864584468e-01   6.547515921918e-02   2.954792817680e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   3.148701096340e-03   3.381890210353e+00   0.000000000000e+00  -3.900941809294e+01  -3.157003646495e-01  -2.636216608167e+00   7.888326764348e+05   1.148421038755e-01   4.617573099573e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             4.687500000000e-01  -1.445290570714e-02   3.911021165568e-01   6.962347453155e-02   2.920953038674e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   3.112640581837e-03   3.380858031819e+00   0.000000000000e+00  -3.910468043370e+01  -3.245044802502e-01  -2.645317201964e+00   7.817130579549e+05   1.151240539167e-01   4.616521028609e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             4.812500000000e-01  -1.515135323277e-02   4.009177746668e-01   7.377178984393e-02   2.887113259669e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   3.076580067334e-03   3.382691840079e+00   0.000000000000e+00  -3.915567439678e+01  -3.328404296362e-01  -2.653514659588e+00   7.736776111357e+05   1.152761571324e-01   4.618390178537e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             4.937500000000e-01  -1.584980075839e-02   4.107334327767e-01   7.792010515631e-02   2.853273480663e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   3.040519552831e-03   3.385502721045e+00   0.000000000000e+00  -3.917865096476e+01  -3.415221723628e-01  -2.660794660958e+00   7.650730762611e+05   1.153460697993e-01   4.621255231591e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             5.062500000000e-01  -1.654824828402e-02   4.205490908867e-01   8.206842046869e-02   2.819433701657e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   3.004459038329e-03   3.388465075901e+00   0.000000000000e+00  -3.917950529926e+01  -3.509645441394e-01  -2.667093962546e+00   7.560321529172e+05   1.153510790296e-01   4.624274677779e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             5.187500000000e-01  -1.724669580964e-02   4.303647489966e-01   8.621673578107e-02   2.785593922652e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   2.968398523826e-03   3.391272956762e+00   0.000000000000e+00  -3.915840485341e+01  -3.614297478380e-01  -2.672303417688e+00   7.465733516963e+05   1.152916780056e-01   4.627136672906e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             5.312500000000e-01  -1.794514333527e-02   4.401804071066e-01   9.036505109344e-02   2.751754143646e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   2.932338009323e-03   3.394084471312e+00   0.000000000000e+00  -3.910990758355e+01  -3.730731346243e-01  -2.676253651836e+00   7.366098251502e+05   1.151519138757e-01   4.630002371746e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             5.437500000000e-01  -1.864359086089e-02   4.499960652166e-01   9.451336640582e-02   2.717914364641e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   2.896277494820e-03   3.397913949101e+00   0.000000000000e+00  -3.901873145474e+01  -3.858200451880e-01  -2.678678048538e+00   7.258774572506e+05   1.148869824217e-01   4.633905652297e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             5.562500000000e-01  -1.934203838652e-02   4.598117233265e-01   9.866168171820e-02   2.684074585635e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   2.860216980318e-03   3.406339311601e+00   0.000000000000e+00  -3.884323548600e+01  -3.987061733162e-01  -2.679111103984e+00   7.136439151783e+05   1.143747794336e-01   4.642493390732e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             5.687500000000e-01  -2.004048591214e-02   4.696273814365e-01   1.028099970306e-01   2.650234806630e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.544984694979e-02   2.824156465815e-03   3.434646596809e+00   0.000000000000e+00  -3.843374205813e+01  -4.058572946100e-01  -2.676445963163e+00   6.972628443721e+05   1.131762896696e-01   4.671346222061e-01   0.000000000000e+00   1.200000000000e-02  -2.004291341615e-02
belloc               foil_right             5.812500000000e-01  -2.073893343777e-02   4.794430395464e-01   1.069583123430e-01   2.616395027624e-01   0.000000000000e+00  -3.998549316319e-01   6.544984694979e-02   6.999219766356e-02   2.788095951312e-03   3.637771124075e+00   0.000000000000e+00  -3.651198695298e+01  -3.133340531949e-01  -2.713789477352e+00   6.539069199843e+05   1.075448702269e-01   4.878746107078e-01   0.000000000000e+00   1.200000000000e-02  -2.004908927402e-02
belloc               foil_right             5.937500000000e-01  -2.149336483859e-02   4.890140030398e-01   1.115467088752e-01   2.577253492628e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   8.037549284745e-02   2.746385753081e-03   3.444622657680e+00   0.000000000000e+00  -3.781494126085e+01  -4.402859690431e-01  -2.904307732880e+00   6.667168662457e+05   1.114040718060e-01   4.682791353466e-01   0.000000000000e+00   1.200000000000e-02  -2.006477655005e-02
belloc               foil_right             6.062500000000e-01  -2.244628452423e-02   4.977174128924e-01   1.176953933686e-01   2.530748407643e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   8.764839065596e-02   2.696828771895e-03   3.500394832925e+00   0.000000000000e+00  -3.752096021671e+01  -2.335495724726e-01  -2.942269928477e+00   6.490950321638e+05   1.105203007925e-01   4.740356271919e-01   0.000000000000e+00   1.200000000000e-02  -2.007706907788e-02
belloc               foil_right             6.187500000000e-01  -2.339920420986e-02   5.064208227450e-01   1.238440778620e-01   2.482181528662e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   8.918632477691e-02   2.645074691481e-03   3.390647581454e+00   0.000000000000e+00  -3.855351734263e+01  -2.808427122840e-01  -2.996647992997e+00   6.540348266898e+05   1.135557918865e-01   4.628653800215e-01   0.000000000000e+00   1.200000000000e-02  -2.007980648288e-02
belloc               foil_right             6.312500000000e-01  -2.435212389549e-02   5.151242325977e-01   1.299927623554e-01   2.433614649682e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   8.918632477691e-02   2.593320611067e-03   3.373097621332e+00   0.000000000000e+00  -3.883035159188e+01  -2.937104603678e-01  -3.011241240425e+00   6.458377821842e+05   1.143703873660e-01   4.610765612258e-01   0.000000000000e+00   1.200000000000e-02  -2.007980648288e-02
belloc               foil_right             6.437500000000e-01  -2.530504358112e-02   5.238276424503e-01   1.361414468488e-01   2.385047770701e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   8.918632477691e-02   2.541566530653e-03   3.372678255532e+00   0.000000000000e+00  -3.895386903186e+01  -3.000756574215e-01  -3.024347714567e+00   6.349714972582e+05   1.147358411687e-01   4.610338164309e-01   0.000000000000e+00   1.200000000000e-02  -2.007980648288e-02
belloc               foil_right             6.562500000000e-01  -2.625796326675e-02   5.325310523030e-01   1.422901313422e-01   2.336480891720e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   8.918632477691e-02   2.489812450239e-03   3.378800563378e+00   0.000000000000e+00  -3.901146688446e+01  -3.052916854279e-01  -3.037372517840e+00   6.229777758583e+05   1.149085316971e-01   4.616578462967e-01   0.000000000000e+00   1.200000000000e-02  -2.007980648288e-02
belloc               foil_right             6.687500000000e-01  -2.721088295239e-02   5.412344621556e-01   1.484388158356e-01   2.287914012739e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   8.918632477691e-02   2.438058369825e-03   3.388262087598e+00   0.000000000000e+00  -3.902827734642e+01  -3.108725725791e-01  -3.050527321832e+00   6.103128855511e+05   1.149621285025e-01   4.626222332295e-01   0.000000000000e+00   1.200000000000e-02  -2.007980648288e-02
belloc               foil_right             6.812500000000e-01  -2.816380263802e-02   5.499378720082e-01   1.545875003290e-01   2.239347133758e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   8.918632477691e-02   2.386304289411e-03   3.399976778328e+00   0.000000000000e+00  -3.901032463674e+01  -3.174042465484e-01  -3.063735621182e+00   5.971087937774e+05   1.149142801713e-01   4.638162791760e-01   0.000000000000e+00   1.200000000000e-02  -2.007980648288e-02
belloc               foil_right             6.937500000000e-01  -2.911672232365e-02   5.586412818609e-01   1.607361848224e-01   2.190780254777e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   8.918632477691e-02   2.334550208997e-03   3.414027179885e+00   0.000000000000e+00  -3.895167578911e+01  -3.250256595865e-01  -3.076704267252e+00   5.833113332698e+05   1.147475843122e-01   4.652483976464e-01   0.000000000000e+00   1.200000000000e-02  -2.007980648288e-02
belloc               foil_right             7.062500000000e-01  -3.006964200928e-02   5.673446917135e-01   1.668848693159e-01   2.142213375796e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   8.918632477691e-02   2.282796128583e-03   3.432176138400e+00   0.000000000000e+00  -3.882842634840e+01  -3.331443607391e-01  -3.088685309064e+00   5.686121117013e+05   1.143919160500e-01   4.670982706537e-01   0.000000000000e+00   1.200000000000e-02  -2.007980648288e-02
belloc               foil_right             7.187500000000e-01  -3.102256169491e-02   5.760481015661e-01   1.730335538093e-01   2.093646496815e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   8.918632477691e-02   2.231042048169e-03   3.461735943559e+00   0.000000000000e+00  -3.856220930923e+01  -3.382594776321e-01  -3.097354546276e+00   5.519575354595e+05   1.136172483372e-01   4.701112195926e-01   0.000000000000e+00   1.200000000000e-02  -2.007980648288e-02
belloc               foil_right             7.312500000000e-01  -3.197548138055e-02   5.847515114188e-01   1.791822383027e-01   2.045079617834e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   9.025108257406e-02   2.179287967755e-03   3.555363309969e+00   0.000000000000e+00  -3.768219257588e+01  -2.951068939585e-01  -3.108415220850e+00   5.268910372885e+05   1.110437564521e-01   4.796656304175e-01   0.000000000000e+00   1.200000000000e-02  -2.008172993621e-02
belloc               foil_right             7.437500000000e-01  -3.292840106618e-02   5.934549212714e-01   1.853309227961e-01   1.995845850366e-01   0.000000000000e+00  -6.150540284028e-01   8.918632477691e-02   9.756213556624e-02   2.126823234296e-03   3.625429194322e+00   0.000000000000e+00  -3.669243465038e+01  -2.380742156123e-01  -3.282595448356e+00   5.006749612059e+05   1.081960684933e-01   4.868880344421e-01   0.000000000000e+00   1.200000000000e-02  -2.009556266723e-02
belloc               foil_right             7.562500000000e-01  -3.404004219621e-02   6.006633679385e-01   1.930257956933e-01   1.942444029851e-01   3.223649178124e-03  -9.220574438286e-01   1.115265392024e-01   1.076163163180e-01   2.069916919310e-03   3.786078369078e+00   0.000000000000e+00  -3.571558408244e+01   1.363766892504e-01  -3.287765002092e+00   4.738033184797e+05   1.053129364486e-01   5.033840917984e-01   0.000000000000e+00   1.200000000000e-02  -2.011637421757e-02
belloc               foil_right             7.687500000000e-01  -3.523344891881e-02   6.071016820554e-01   2.015171898895e-01   1.885541044776e-01   8.107966114675e-03  -9.220574438286e-01   1.115265392024e-01   1.115265392024e-01   2.009279675840e-03   3.531395740101e+00   0.000000000000e+00  -3.808262321157e+01  -2.088757383965e-02  -3.407373576910e+00   4.900879950927e+05   1.122682707134e-01   4.774755525066e-01   0.000000000000e+00   1.200000000000e-02  -2.012502958345e-02
belloc               foil_right             7.812500000000e-01  -3.642685564141e-02   6.135399961723e-01   2.100085840856e-01   1.828638059701e-01   1.299228305123e-02  -9.220574438286e-01   1.115265392024e-01   1.115265392024e-01   1.948642432369e-03   3.545071450967e+00   0.000000000000e+00  -3.857337594629e+01  -1.610527742769e-01  -3.335868879352e+00   4.812972358449e+05   1.136853681008e-01   4.788694798608e-01   0.000000000000e+00   1.200000000000e-02  -2.012502958345e-02
belloc               foil_right             7.937500000000e-01  -3.762026236402e-02   6.199783102892e-01   2.184999782818e-01   1.771735074627e-01   1.787659998778e-02  -9.220574438286e-01   1.115265392024e-01   1.115265392024e-01   1.888005188899e-03   3.603053668741e+00   0.000000000000e+00  -3.877628233546e+01  -2.828995424204e-01  -3.261528394495e+00   4.686874301190e+05   1.142624370572e-01   4.847794466423e-01   0.000000000000e+00   1.200000000000e-02  -2.012502958345e-02
belloc               foil_right             8.062500000000e-01  -3.881366908662e-02   6.264166244061e-01   2.269913724780e-01   1.714832089552e-01   2.276091692433e-02  -9.220574438286e-01   1.115265392024e-01   1.115265392024e-01   1.827367945429e-03   3.679091005331e+00   0.000000000000e+00  -3.887031866646e+01  -3.996430909843e-01  -3.190912667304e+00   4.546741089040e+05   1.145242831068e-01   4.925297216262e-01   0.000000000000e+00   1.200000000000e-02  -2.012502958345e-02
belloc               foil_right             8.187500000000e-01  -4.000707580922e-02   6.328549385230e-01   2.354827666741e-01   1.657929104478e-01   2.764523386088e-02  -9.220574438286e-01   1.115265392024e-01   1.115265392024e-01   1.766730701959e-03   3.764300329029e+00   0.000000000000e+00  -3.889888854256e+01  -5.158393701624e-01  -3.124812775032e+00   4.398695563116e+05   1.145979659091e-01   5.012148718251e-01   0.000000000000e+00   1.200000000000e-02  -2.012502958345e-02
belloc               foil_right             8.312500000000e-01  -4.120048253182e-02   6.392932526399e-01   2.439741608703e-01   1.601026119403e-01   3.252955079743e-02  -9.220574438286e-01   1.115265392024e-01   1.115265392024e-01   1.706093458489e-03   3.854094928774e+00   0.000000000000e+00  -3.886620967138e+01  -6.343697247566e-01  -3.063228342425e+00   4.243943590756e+05   1.144959553087e-01   5.103673864983e-01   0.000000000000e+00   1.200000000000e-02  -2.012502958345e-02
belloc               foil_right             8.437500000000e-01  -4.239388925442e-02   6.457315667568e-01   2.524655550665e-01   1.544123134328e-01   3.741386773398e-02  -9.220574438286e-01   1.115265392024e-01   1.115265392024e-01   1.645456215019e-03   3.946530409417e+00   0.000000000000e+00  -3.874336286505e+01  -7.572022228710e-01  -3.006074459703e+00   4.080166534276e+05   1.141339687501e-01   5.197890788369e-01   0.000000000000e+00   1.200000000000e-02  -2.012502958345e-02
belloc               foil_right             8.562500000000e-01  -4.358729597703e-02   6.521698808737e-01   2.609569492626e-01   1.487220149254e-01   4.229818467053e-02  -9.220574438286e-01   1.115265392024e-01   1.115265392024e-01   1.584818971549e-03   4.048237077981e+00   0.000000000000e+00  -3.840837721932e+01  -8.812146032495e-01  -2.952408648208e+00   3.896106111249e+05   1.131551892035e-01   5.301557576637e-01   0.000000000000e+00   1.200000000000e-02  -2.012502958345e-02
belloc               foil_right             8.687500000000e-01  -4.478070269963e-02   6.586081949906e-01   2.694483434588e-01   1.430317164179e-01   4.718250160709e-02  -9.220574438286e-01   1.115265392024e-01   1.137121250043e-01   1.524181728078e-03   4.272284400716e+00   0.000000000000e+00  -3.689337788257e+01  -8.165978515729e-01  -2.955998133208e+00   3.599350022069e+05   1.087221525725e-01   5.530213365341e-01   0.000000000000e+00   1.200000000000e-02  -2.013000480825e-02
belloc               foil_right             8.812500000000e-01  -4.597410942223e-02   6.650465091075e-01   2.779397376549e-01   1.378941310397e-01   5.206681854364e-02  -9.220574438286e-01   1.115265392024e-01   1.191918277857e-01   1.469434333892e-03   3.845965946957e+00   0.000000000000e+00  -3.892201679478e+01  -1.135767019482e+00  -3.729177210102e+00   3.665697361014e+05   1.149252688222e-01   5.096432597065e-01   0.000000000000e+00   1.200000000000e-02  -2.014291276352e-02
belloc               foil_right             8.937500000000e-01  -4.728095566156e-02   6.678389732382e-01   2.881728087817e-01   1.340127118644e-01   5.235987755983e-02  -1.328230319443e+00   1.226966464152e-01   1.223101877013e-01   1.428072960805e-03   4.137882407762e+00   0.000000000000e+00  -3.640114268360e+01  -2.438583683725e-01  -3.220629302755e+00   3.325513343245e+05   1.073202644142e-01   5.394420159195e-01   0.000000000000e+00   1.200000000000e-02  -2.015053600714e-02
belloc               foil_right             9.062500000000e-01  -4.859504272111e-02   6.703983525112e-01   2.985171425827e-01   1.308347457627e-01   5.235987755983e-02  -1.328267296758e+00   1.226966464152e-01   1.226966464636e-01   1.394207759534e-03   3.741808652810e+00   0.000000000000e+00  -3.822995933081e+01  -3.284470087558e-01  -3.331846917193e+00   3.409231734571e+05   1.126997951169e-01   4.990769145139e-01   0.000000000000e+00   1.200000000000e-02  -2.015149480805e-02
belloc               foil_right             9.187500000000e-01  -4.990912978065e-02   6.729573492767e-01   3.088615710156e-01   1.276567796610e-01   5.235987755983e-02  -1.328304274073e+00   1.226966464152e-01   1.226966464636e-01   1.360342558263e-03   3.549012194719e+00   0.000000000000e+00  -3.867344844369e+01  -4.510528215637e-01  -3.307430754989e+00   3.364540137059e+05   1.139912531437e-01   4.794257059107e-01   0.000000000000e+00   1.200000000000e-02  -2.015149480805e-02
belloc               foil_right             9.312500000000e-01  -5.122321684020e-02   6.755159635312e-01   3.192060940663e-01   1.244788135593e-01   5.235987755983e-02  -1.328341251387e+00   1.226966464152e-01   1.226966464636e-01   1.326477356992e-03   3.367290310643e+00   0.000000000000e+00  -3.888868545111e+01  -5.678312134547e-01  -3.273003676164e+00   3.298714071662e+05   1.146143331023e-01   4.609032979537e-01   0.000000000000e+00   1.200000000000e-02  -2.015149480805e-02
belloc               foil_right             9.437500000000e-01  -5.253730389974e-02   6.780741952714e-01   3.295507117205e-01   1.213008474576e-01   5.235987755983e-02  -1.328378228702e+00   1.226966464152e-01   1.226966464636e-01   1.292612155720e-03   3.161518769843e+00   0.000000000000e+00  -3.902110439554e+01  -7.016954030155e-01  -3.232659386175e+00   3.225209415640e+05   1.149962776905e-01   4.399295751407e-01   0.000000000000e+00   1.200000000000e-02  -2.015149480805e-02
belloc               foil_right             9.562500000000e-01  -5.385139095929e-02   6.806320444936e-01   3.398954239643e-01   1.181228813559e-01   5.235987755983e-02  -1.328415206017e+00   1.226966464152e-01   1.226966464636e-01   1.258746954449e-03   2.905476796826e+00   0.000000000000e+00  -3.911386642128e+01  -8.698968032615e-01  -3.184103994077e+00   3.148031915227e+05   1.152642937228e-01   4.138319265019e-01   0.000000000000e+00   1.200000000000e-02  -2.015149480805e-02
belloc               foil_right             9.687500000000e-01  -5.516547801884e-02   6.831895111944e-01   3.502402307834e-01   1.149449152542e-01   5.235987755983e-02  -1.328452183331e+00   1.226966464152e-01   1.226966464636e-01   1.224881753178e-03   2.562210226142e+00   0.000000000000e+00  -3.918494386047e+01  -1.097020999378e+00  -3.121795396051e+00   3.068882412766e+05   1.154729292462e-01   3.788437163895e-01   0.000000000000e+00   1.200000000000e-02  -2.015149480805e-02
belloc               foil_right             9.812500000000e-01  -5.647956507838e-02   6.857465953702e-01   3.605851321636e-01   1.117669491525e-01   5.235987755983e-02  -1.328489160646e+00   1.226966464152e-01   1.226966464636e-01   1.191016551907e-03   2.059945496542e+00   0.000000000000e+00  -3.924389246198e+01  -1.431094851711e+00  -3.034085397529e+00   2.988756731418e+05   1.156556542894e-01   3.276492646045e-01   0.000000000000e+00   1.200000000000e-02  -2.015149480805e-02
belloc               foil_right             9.937500000000e-01  -5.779365213793e-02   6.883032970177e-01   3.709301280909e-01   1.085889830508e-01   5.235987755983e-02  -1.328526137961e+00   1.226966464152e-01   1.226966464221e-01   1.157151350636e-03   1.205878571941e+00   0.000000000000e+00  -3.929817934754e+01  -2.001537770374e+00  -2.889328190626e+00   2.908768926202e+05   1.158545661230e-01   2.405965902126e-01   0.000000000000e+00   1.200000000000e-02  -2.015149480795e-02
